	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102
66	G	B	A	L	C	L	A	A	B	B	L	B	C	C	C	C	C	L	L	B	C	C	C	C	A	A	B	B	B	B	C	C	A	L	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	G	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	
67	G	C	G	L	C	L	A	B	B	G	L	L	C	C	C	C	C	A	L	L	C	C	C	A	A	B	B	B	B	C	C	A	A	L	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	
68	G	B	A	L	C	L	L	B	B	B	C	L	C	C	C	C	A	A	G	L	C	C	A	A	B	B	B	B	C	C	A	A	A	L	L	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	
69	G	C	G	L	C	A	L	B	B	C	C	L	C	C	C	A	A	B	B	L	C	A	A	B	B	B	B	C	C	A	A	A	A	G	L	L	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	G	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	
70	G	B	A	L	A	A	L	B	C	C	C	L	C	C	A	A	B	B	G	L	A	A	B	B	B	B	C	C	A	A	A	A	B	B	C	L	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	
71	G	C	G	L	A	A	L	L	C	C	C	L	C	A	A	B	B	B	B	L	A	B	B	B	B	C	C	A	A	A	A	B	B	C	C	L	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	
72	G	B	A	L	A	A	G	L	C	C	C	L	A	A	B	B	B	B	G	L	L	B	B	B	C	C	A	A	A	A	B	B	C	C	C	L	L	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	G	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	
73	G	C	G	L	A	B	B	L	C	C	C	L	A	B	B	B	B	B	B	C	L	B	B	C	C	A	A	A	A	B	B	C	C	C	C	A	L	L	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	
74	G	B	A	L	L	B	G	L	C	C	C	L	L	B	B	B	B	B	C	C	L	B	C	C	A	A	A	A	B	B	C	C	C	C	A	A	G	L	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	
75	G	C	G	G	L	B	B	L	C	C	C	A	L	B	B	B	B	C	C	C	L	L	C	A	A	A	A	B	B	C	C	C	C	A	A	B	B	L	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	G	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	
76	G	B	A	B	L	B	G	L	C	C	A	A	L	B	B	B	C	C	C	C	A	L	A	A	A	A	B	B	C	C	C	C	A	A	B	B	G	L	L	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	
77	G	C	G	G	L	B	B	L	C	A	A	A	L	B	B	C	C	C	C	A	A	L	A	A	A	B	B	C	C	C	C	A	A	B	B	B	B	C	L	L	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	
78	G	B	A	B	L	B	G	L	A	A	A	A	L	B	C	C	C	C	A	A	A	L	A	A	B	B	C	C	C	C	A	A	B	B	B	B	C	C	A	L	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	G	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	
79	G	C	G	G	L	B	B	L	A	A	A	A	L	L	C	C	C	A	A	A	A	L	A	B	B	C	C	C	C	A	A	B	B	B	B	C	C	A	A	L	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	
80	G	B	A	B	L	B	G	L	A	A	A	A	G	L	C	C	A	A	A	A	A	L	L	B	C	C	C	C	A	A	B	B	B	B	C	C	A	A	A	L	L	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	
81	G	C	G	G	L	B	B	L	A	A	A	B	B	L	C	A	A	A	A	A	A	G	L	L	C	C	C	A	A	B	B	B	B	C	C	A	A	A	A	G	L	L	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	G	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	
82	G	B	A	B	L	B	G	L	A	A	B	B	G	L	A	A	A	A	A	A	B	B	C	L	C	C	A	A	B	B	B	B	C	C	A	A	A	A	B	B	C	L	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	
83	G	C	G	G	L	B	B	L	A	B	B	B	B	L	A	A	A	A	A	B	B	C	C	L	C	A	A	B	B	B	B	C	C	A	A	A	A	B	B	C	C	L	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	
84	G	B	A	B	L	B	G	L	L	B	B	B	G	L	A	A	A	A	B	B	C	C	C	L	A	A	B	B	B	B	C	C	A	A	A	A	B	B	C	C	C	L	L	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	G	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	
85	G	C	G	G	L	B	B	C	L	B	B	B	B	L	A	A	A	B	B	C	C	C	C	L	A	B	B	B	B	C	C	A	A	A	A	B	B	C	C	C	C	A	L	L	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	
86	G	B	A	B	L	B	C	C	L	B	B	B	G	L	A	A	B	B	C	C	C	C	C	L	L	B	B	B	C	C	A	A	A	A	B	B	C	C	C	C	A	A	G	L	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	
87	G	C	G	G	L	L	C	C	L	B	B	B	B	L	A	B	B	C	C	C	C	C	C	A	L	B	B	C	C	A	A	A	A	B	B	C	C	C	C	A	A	B	B	L	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	G	L	L	L	L	L	L	L	L	L	L	L	L	L	L	
88	G	B	A	B	C	L	C	C	L	B	B	B	G	L	L	B	C	C	C	C	C	C	A	A	L	B	C	C	A	A	A	A	B	B	C	C	C	C	A	A	B	B	G	L	L	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	L	L	L	L	L	L	L	L	L	L	L	L	L	
89	G	C	G	L	C	L	C	C	L	B	B	B	B	C	L	L	C	C	C	C	C	A	A	A	L	L	C	A	A	A	A	B	B	C	C	C	C	A	A	B	B	B	B	C	L	L	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	L	L	L	L	L	L	L	L	L	L	L	L	
90	G	B	A	L	C	L	C	C	L	B	B	B	C	C	A	L	C	C	C	C	A	A	A	A	G	L	A	A	A	A	B	B	C	C	C	C	A	A	B	B	B	B	C	C	A	L	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	G	L	L	L	L	L	L	L	L	L	L	L	
91	G	C	G	L	C	L	C	C	L	B	B	C	C	A	A	L	C	C	C	A	A	A	A	B	B	L	A	A	A	B	B	C	C	C	C	A	A	B	B	B	B	C	C	A	A	L	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	L	L	L	L	L	L	L	L	L	L	
92	G	B	A	L	C	L	C	C	L	B	C	C	A	A	A	L	C	C	A	A	A	A	B	B	G	L	A	A	B	B	C	C	C	C	A	A	B	B	B	B	C	C	A	A	A	L	L	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	L	L	L	L	L	L	L	L	L	
93	G	C	G	L	C	L	C	C	L	L	C	A	A	A	A	L	C	A	A	A	A	B	B	B	B	L	A	B	B	C	C	C	C	A	A	B	B	B	B	C	C	A	A	A	A	G	L	L	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	G	L	L	L	L	L	L	L	L	
94	G	B	A	L	C	L	C	C	A	L	A	A	A	A	A	L	A	A	A	A	B	B	B	B	G	L	L	B	C	C	C	C	A	A	B	B	B	B	C	C	A	A	A	A	B	B	C	L	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	L	L	L	L	L	L	L	
95	G	C	G	L	C	L	C	A	A	L	A	A	A	A	A	L	A	A	A	B	B	B	B	B	B	C	L	L	C	C	C	A	A	B	B	B	B	C	C	A	A	A	A	B	B	C	C	L	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	L	L	L	L	L	L	
96	G	B	A	L	C	L	A	A	A	L	A	A	A	A	A	L	A	A	B	B	B	B	B	B	C	C	A	L	C	C	A	A	B	B	B	B	C	C	A	A	A	A	B	B	C	C	C	L	L	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	G	L	L	L	L	L	
97	G	C	G	L	C	L	A	A	A	L	A	A	A	A	A	L	A	B	B	B	B	B	B	C	C	A	A	L	C	A	A	B	B	B	B	C	C	A	A	A	A	B	B	C	C	C	C	A	L	L	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	L	L	L	L	
98	G	B	A	L	C	L	A	A	A	L	A	A	A	A	A	L	L	B	B	B	B	B	C	C	A	A	A	L	A	A	B	B	B	B	C	C	A	A	A	A	B	B	C	C	C	C	A	A	G	L	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	L	L	L	
99	G	C	G	L	C	L	A	A	A	L	A	A	A	A	A	G	L	B	B	B	B	C	C	A	A	A	A	L	A	B	B	B	B	C	C	A	A	A	A	B	B	C	C	C	C	A	A	B	B	L	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	G	L	L	
100	G	B	A	L	C	L	A	A	A	L	A	A	A	A	B	B	L	B	B	B	C	C	A	A	A	A	A	L	L	B	B	B	C	C	A	A	A	A	B	B	C	C	C	C	A	A	B	B	G	L	L	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	L	
101	G	C	G	L	C	L	A	A	A	L	A	A	A	B	B	G	L	B	B	C	C	A	A	A	A	A	A	G	L	B	B	C	C	A	A	A	A	B	B	C	C	C	C	A	A	B	B	B	B	C	L	L	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	G	
102	G	B	A	L	C	L	A	A	A	L	A	A	B	B	B	B	L	B	C	C	A	A	A	A	A	A	B	B	L	B	C	C	A	A	A	A	B	B	C	C	C	C	A	A	B	B	B	B	C	C	A	L	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	B	A	
103	G	C	G	L	C	L	A	A	A	L	A	B	B	B	B	G	L	L	C	A	A	A	A	A	A	B	B	G	L	L	C	A	A	A	A	B	B	C	C	C	C	A	A	B	B	B	B	C	C	A	A	L	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	B	A	C	
104	G	B	A	L	C	L	A	A	A	L	L	B	B	B	B	B	C	L	A	A	A	A	A	A	B	B	B	B	C	L	A	A	A	A	B	B	C	C	C	C	A	A	B	B	B	B	C	C	A	A	A	L	L	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	B	A	C	B	
105	G	C	G	L	C	L	A	A	A	G	L	B	B	B	B	C	C	L	A	A	A	A	A	B	B	B	B	C	C	L	A	A	A	B	B	C	C	C	C	A	A	B	B	B	B	C	C	A	A	A	A	G	L	L	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	B	A	C	B	L	
106	G	B	A	L	C	L	A	A	B	B	L	B	B	B	C	C	C	L	A	A	A	A	B	B	B	B	C	C	C	L	A	A	B	B	C	C	C	C	A	A	B	B	B	B	C	C	A	A	A	A	B	B	C	L	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	B	A	C	B	L	L	
107	G	C	G	L	C	L	A	B	B	G	L	B	B	C	C	C	C	L	A	A	A	B	B	B	B	C	C	C	C	L	A	B	B	C	C	C	C	A	A	B	B	B	B	C	C	A	A	A	A	B	B	C	C	L	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	B	A	C	B	L	L	L	
108	G	B	A	L	C	L	L	B	B	B	L	B	C	C	C	C	C	L	A	A	B	B	B	B	C	C	C	C	C	L	L	B	C	C	C	C	A	A	B	B	B	B	C	C	A	A	A	A	B	B	C	C	C	L	L	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	B	A	C	B	L	L	L	L	
109	G	C	G	L	C	A	L	B	B	G	L	L	C	C	C	C	C	L	A	B	B	B	B	C	C	C	C	C	C	A	L	L	C	C	C	A	A	B	B	B	B	C	C	A	A	A	A	B	B	C	C	C	C	A	L	L	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	B	A	C	B	L	L	L	L	L	
110	G	B	A	L	A	A	L	B	B	B	C	L	C	C	C	C	C	L	L	B	B	B	C	C	C	C	C	C	A	A	G	L	C	C	A	A	B	B	B	B	C	C	A	A	A	A	B	B	C	C	C	C	A	A	G	L	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	B	A	C	B	L	L	L	L	L	L	
111	G	C	G	L	A	A	L	B	B	C	C	L	C	C	C	C	C	A	L	B	B	C	C	C	C	C	C	A	A	B	B	L	C	A	A	B	B	B	B	C	C	A	A	A	A	B	B	C	C	C	C	A	A	B	B	L	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	B	A	C	B	L	L	L	L	L	L	L	
112	G	B	A	L	A	A	L	B	C	C	C	L	C	C	C	C	A	A	L	B	C	C	C	C	C	C	A	A	B	B	G	L	A	A	B	B	B	B	C	C	A	A	A	A	B	B	C	C	C	C	A	A	B	B	G	L	L	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	B	A	C	B	L	L	L	L	L	L	L	L	
113	G	C	G	L	A	A	L	L	C	C	C	L	C	C	C	A	A	A	L	L	C	C	C	C	C	A	A	B	B	B	B	L	A	B	B	B	B	C	C	A	A	A	A	B	B	C	C	C	C	A	A	B	B	B	B	C	L	L	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	B	A	C	B	L	L	L	L	L	L	L	L	L	
114	G	B	A	L	A	A	G	L	C	C	C	L	C	C	A	A	A	A	G	L	C	C	C	C	A	A	B	B	B	B	G	L	L	B	B	B	C	C	A	A	A	A	B	B	C	C	C	C	A	A	B	B	B	B	C	C	A	L	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	B	A	C	B	L	L	L	L	L	L	L	L	L	L	
115	G	C	G	L	A	B	B	L	C	C	C	L	C	A	A	A	A	B	B	L	C	C	C	A	A	B	B	B	B	B	B	C	L	B	B	C	C	A	A	A	A	B	B	C	C	C	C	A	A	B	B	B	B	C	C	A	A	L	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	B	A	C	B	L	L	L	L	L	L	L	L	L	L	L	
116	G	B	A	L	L	B	G	L	C	C	C	L	A	A	A	A	B	B	G	L	C	C	A	A	B	B	B	B	B	B	C	C	L	B	C	C	A	A	A	A	B	B	C	C	C	C	A	A	B	B	B	B	C	C	A	A	A	L	L	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	B	A	C	B	L	L	L	L	L	L	L	L	L	L	L	L	
117	G	C	G	G	L	B	B	L	C	C	C	L	A	A	A	B	B	B	B	L	C	A	A	B	B	B	B	B	B	C	C	C	L	L	C	A	A	A	A	B	B	C	C	C	C	A	A	B	B	B	B	C	C	A	A	A	A	G	L	L	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	B	A	C	B	L	L	L	L	L	L	L	L	L	L	L	L	L	
118	G	B	A	B	L	B	G	L	C	C	C	L	A	A	B	B	B	B	G	L	A	A	B	B	B	B	B	B	C	C	C	C	A	L	A	A	A	A	B	B	C	C	C	C	A	A	B	B	B	B	C	C	A	A	A	A	B	B	C	L	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	B	A	C	B	L	L	L	L	L	L	L	L	L	L	L	L	L	L	
119	G	C	G	G	L	B	B	L	C	C	C	L	A	B	B	B	B	B	B	L	A	B	B	B	B	B	B	C	C	C	C	A	A	L	A	A	A	B	B	C	C	C	C	A	A	B	B	B	B	C	C	A	A	A	A	B	B	C	C	L	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	B	A	C	B	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	
120	G	B	A	B	L	B	G	L	C	C	C	L	L	B	B	B	B	B	G	L	L	B	B	B	B	B	C	C	C	C	A	A	A	L	A	A	B	B	C	C	C	C	A	A	B	B	B	B	C	C	A	A	A	A	B	B	C	C	C	L	L	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	B	A	C	B	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	
121	G	C	G	G	L	B	B	L	C	C	C	A	L	B	B	B	B	B	B	C	L	B	B	B	B	C	C	C	C	A	A	A	A	L	A	B	B	C	C	C	C	A	A	B	B	B	B	C	C	A	A	A	A	B	B	C	C	C	C	A	L	L	C	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	B	A	C	B	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	
122	G	B	A	B	L	B	G	L	C	C	A	A	L	B	B	B	B	B	C	C	L	B	B	B	C	C	C	C	A	A	A	A	A	L	L	B	C	C	C	C	A	A	B	B	B	B	C	C	A	A	A	A	B	B	C	C	C	C	A	A	G	L	A	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	B	A	C	B	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	
123	G	C	G	G	L	B	B	L	C	A	A	A	L	B	B	B	B	C	C	C	L	B	B	C	C	C	C	A	A	A	A	A	A	G	L	L	C	C	C	A	A	B	B	B	B	C	C	A	A	A	A	B	B	C	C	C	C	A	A	B	B	L	A	B	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	B	A	C	B	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	
124	G	B	A	B	L	B	G	L	A	A	A	A	L	B	B	B	C	C	C	C	L	B	C	C	C	C	A	A	A	A	A	A	B	B	C	L	C	C	A	A	B	B	B	B	C	C	A	A	A	A	B	B	C	C	C	C	A	A	B	B	G	L	L	B	C	C	A	A	B	B	C	C	A	A	B	B	C	C	B	A	C	B	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	
125	G	C	G	G	L	B	B	L	A	A	A	A	L	B	B	C	C	C	C	C	L	L	C	C	C	A	A	A	A	A	A	B	B	C	C	L	C	A	A	B	B	B	B	C	C	A	A	A	A	B	B	C	C	C	C	A	A	B	B	B	B	C	L	L	C	A	A	B	B	C	C	A	A	B	B	C	C	B	A	C	B	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	
126	G	B	A	B	L	B	G	L	A	A	A	A	L	B	C	C	C	C	C	C	A	L	C	C	A	A	A	A	A	A	B	B	C	C	C	L	A	A	B	B	B	B	C	C	A	A	A	A	B	B	C	C	C	C	A	A	B	B	B	B	C	C	A	L	A	A	B	B	C	C	A	A	B	B	C	C	B	A	C	B	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	
127	G	C	G	G	L	B	B	L	A	A	A	A	L	L	C	C	C	C	C	A	A	L	C	A	A	A	A	A	A	B	B	C	C	C	C	L	A	B	B	B	B	C	C	A	A	A	A	B	B	C	C	C	C	A	A	B	B	B	B	C	C	A	A	L	A	B	B	C	C	A	A	B	B	C	C	B	A	C	B	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	
128	G	B	A	B	L	B	G	L	A	A	A	A	G	L	C	C	C	C	A	A	A	L	A	A	A	A	A	A	B	B	C	C	C	C	C	L	L	B	B	B	C	C	A	A	A	A	B	B	C	C	C	C	A	A	B	B	B	B	C	C	A	A	A	L	L	B	C	C	A	A	B	B	C	C	B	A	C	B	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	
129	G	C	G	G	L	B	B	L	A	A	A	B	B	L	C	C	C	A	A	A	A	L	A	A	A	A	A	B	B	C	C	C	C	C	C	A	L	B	B	C	C	A	A	A	A	B	B	C	C	C	C	A	A	B	B	B	B	C	C	A	A	A	A	G	L	L	C	A	A	B	B	C	C	B	A	C	B	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	
130	G	B	A	B	L	B	G	L	A	A	B	B	G	L	C	C	A	A	A	A	A	L	A	A	A	A	B	B	C	C	C	C	C	C	A	A	L	B	C	C	A	A	A	A	B	B	C	C	C	C	A	A	B	B	B	B	C	C	A	A	A	A	B	B	C	L	A	A	B	B	C	C	B	A	C	B	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	
131	G	C	G	G	L	B	B	L	A	B	B	B	B	L	C	A	A	A	A	A	A	L	A	A	A	B	B	C	C	C	C	C	C	A	A	A	L	L	C	A	A	A	A	B	B	C	C	C	C	A	A	B	B	B	B	C	C	A	A	A	A	B	B	C	C	L	A	B	B	C	C	B	A	C	B	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	
